name	particular	image	objectId	price	stack	getdesc	script	intro
Đồ Phổ [Bích Hải Hoàn Châu Vũ Liên]	287	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Bích Hải Khiên Tế Chỉ Hoàn]	288	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Tê Hoàng Băng Tung Cẩm Uyển]	289	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Đồng Cừu Giáng Long Cái Y]	290	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Đồng Cừu Tiềm Long Yêu Đái]	291	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địch Khái Cửu Đại Cái Y]	292	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địch Khái Cẩu Tích Bì Hộ Uyển ]	293	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Đồng Cừu Kiến Long Ban Chỉ]	294	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địch Khái Thảo Gian Thạch Giới]	295	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Hoàng Kim Giáp Khôi]	296	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Hoàng Đăng Đạp Ngoa]	297	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Hoàng Khê Cốc Thúc Yêu Đái]	298	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Thị Sơn Hải Phi Hồng Lý]	299	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Thị Huyết Ngọc Thất Sát Bội]	300	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Sát Xích Ký Tỏa Yêu Khấu]	301	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Hoàng Huyết Y Thú Trạc]	302	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Sát Tàn Dương Ảnh Huyết Giáp]	303	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Thị Lệ Ma Phệ Tâm Liên]	304	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Hoàng Án Xuất Hổ Hạng Khuyên]	305	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ma Sát Vân Long Thổ Châu Giới]	306	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Lăng Nhạc Nội Lôi Giới]	307	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Lăng Nhạc Vô Ngã Đạo Bào]	308	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Cập Phong Thúy Ngọc Huyền Hoàng Bội]	309	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Cập Phong Huyền Ti Tam Đoạn Cẩm]	310	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Lăng Nhạc Thiên Địa Huyền Hoàng Giới]	311	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Cập Phong Thanh Tùng Pháp Giới]	312	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Lôi Khung Phong Lôi Thanh Cẩm Đái]	313	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Sương Tinh Ngạo Thiên Đạo Bào]	314	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vụ Ảo Bắc Minh Đạo Quán]	315	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Sương Tinh Thanh Phong Lũ Đái]	316	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vụ Ảo Thanh Ảnh Huyền Ngọc Bội]	317	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vụ Ảo Tung Phong Tuyết Ảnh Ngoa]	318	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vụ Ảo Thúc Tâm Chỉ Hoàn]	319	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Lôi Khung Cửu Thiên Dẫn Lôi Giới]	320	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Sương Tinh Phong Bạo Chỉ Hoàn]	321	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Lôi Khung Thiên Địa Hộ Phù]	322	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vụ Ảo Ki Bán Phù Chú]	323	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Mảnh [Mộng Long Đạt Ma Tăng Hài]	324	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Mộng Long Đạt Ma Tăng Hài</color>
Mảnh [Tứ Không Tử Kim Cà Sa]	325	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tứ Không Tử Kim Cà Sa</color>
Mảnh [Phục Ma Huyền Hoàng Cà Sa]	326	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Phục Ma Huyền Hoàng Cà Sa</color>
Mảnh [Phục Ma Phổ Độ Tăng Hài]	327	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Phục Ma Phổ Độ Tăng Hài</color>
Mảnh [Mộng Long Huyền Ti Phát Đái]	328	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Mộng Long Huyền Ti Phát Đái</color>
Mảnh [Tứ Không Hộ Pháp Yêu Đái]	329	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tứ Không Hộ Pháp Yêu Đái</color>
Mảnh [Phục Ma Kim Ô Nhuyễn Điều]	330	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Phục Ma Kim Ô Nhuyễn Điều</color>
Mảnh [Mộng Long Phật Pháp Huyền Bội]	331	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Mộng Long Phật Pháp Huyền Bội</color>
Mảnh [Tứ Không Giới Luật Pháp Giới]	332	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tứ Không Giới Luật Pháp Giới</color>
Mảnh [Phục Ma Phật Tâm Nhuyễn Khấu]	333	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Phục Ma Phật Tâm Nhuyễn Khấu</color>
Mảnh [Kế Nghiệp Huyền Vũ Hoàng Kim Khải]	334	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Kế Nghiệp Huyền Vũ Hoàng Kim Khải</color>
Mảnh [Kế Nghiệp Chu Tước Lăng Vân Ngoa]	335	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Kế Nghiệp Chu Tước Lăng Vân Ngoa</color>
Mảnh [Hám Thiên Vũ Thần Tượng Kim Giáp]	336	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Hám Thiên Vũ Thần Tượng Kim Giáp</color>
Mảnh [Hám Thiên Thừa Long Chiến Ngoa]	337	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Hám Thiên Thừa Long Chiến Ngoa</color>
Mảnh [Kế Nghiệp Bạch Hổ Vô Song Khấu]	338	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Kế Nghiệp Bạch Hổ Vô Song Khấu</color>
Mảnh [Kế Nghiệp Hỏa Vân Kỳ Lân Thủ]	339	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Kế Nghiệp Hỏa Vân Kỳ Lân Thủ</color>
Mảnh [Hám Thiên Hổ Đầu Khẩn Thúc Uyển]	340	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Hám Thiên Hổ Đầu Khẩn Thúc Uyển</color>
Mảnh [Ngự Long Thiên Môn Thúc Yêu Hoàn]	341	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ngự Long Thiên Môn Thúc Yêu Hoàn</color>
Mảnh [Hám Thiên Uy Vũ Thúc Đái]	342	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Hám Thiên Uy Vũ Thúc Đái</color>
Mảnh [Ngự Long Chiến Thần Phi Quải Giáp]	343	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ngự Long Chiến Thần Phi Quải Giáp</color>
Mảnh [Ngự Long Tuyệt Mệnh Chỉ Hoàn]	344	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ngự Long Tuyệt Mệnh Chỉ Hoàn</color>
Mảnh [Địa Phách Ngũ Hành Liên Hoàn Quán]	345	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địa Phách Ngũ Hành Liên Hoàn Quán</color>
Mảnh [Sâm Hoang Kim Tiền Liên Hoàn Giáp]	346	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Sâm Hoang Kim Tiền Liên Hoàn Giáp</color>
Mảnh [Băng Hàn Nguyệt Ảnh Ngoa]	347	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Băng Hàn Nguyệt Ảnh Ngoa</color>
Mảnh [Băng Hàn Tâm Tiễn Yêu Khấu]	348	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Băng Hàn Tâm Tiễn Yêu Khấu</color>
Mảnh [Sâm Hoang Hồn Giảo Yêu Thúc]	349	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Sâm Hoang Hồn Giảo Yêu Thúc</color>
