EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
DiÖu D­¬ng §ång Cõu TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng §Þch Kh¸i Tr­îng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ma S¸t Th­¬ng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ma Hoµng B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng L¨ng Nh¹c ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng CËp Phong ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng S­¬ng Tinh B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng L«i Khung ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Phï V©n KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Xung V©n KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
null																																																
